experiment,fri,gsi,adopters,N,avg_of_thresholds,experiment_id,topology
500,0.655,0.0,0,400,0,MD-B,smallworld
501,0.755,0.0,0,400,0,MD-B,smallworld
502,0.36,0.0,0,400,0,MD-B,smallworld
503,0.6125,0.0,0,400,0,MD-B,smallworld
504,0.475,0.0,0,400,0,MD-B,smallworld
505,0.8,0.0,0,400,0,MD-B,smallworld
506,0.525,0.0,0,400,0,MD-B,smallworld
507,0.48,0.0,0,400,0,MD-B,smallworld
508,0.8125,0.0,0,400,0,MD-B,smallworld
509,0.59,0.0,0,400,0,MD-B,smallworld
510,0.45,0.0,0,400,0,MD-B,smallworld
511,0.5975,0.0,0,400,0,MD-B,smallworld
512,0.425,0.0,0,400,0,MD-B,smallworld
513,0.6425,0.0,0,400,0,MD-B,smallworld
514,0.6275,0.0,0,400,0,MD-B,smallworld
515,0.695,0.0,0,400,0,MD-B,smallworld
516,0.54,0.0,0,400,0,MD-B,smallworld
517,0.7425,0.0,0,400,0,MD-B,smallworld
518,0.645,0.0,0,400,0,MD-B,smallworld
519,0.7025,0.0,0,400,0,MD-B,smallworld
520,0.57,0.0,0,400,0,MD-B,smallworld
521,0.73,0.0,0,400,0,MD-B,smallworld
522,0.4025,0.0,0,400,0,MD-B,smallworld
523,0.755,0.0,0,400,0,MD-B,smallworld
524,0.5575,0.0,0,400,0,MD-B,smallworld
525,0.53,0.0,0,400,0,MD-B,smallworld
526,0.61,0.0,0,400,0,MD-B,smallworld
527,0.795,0.0,0,400,0,MD-B,smallworld
528,0.705,0.0,0,400,0,MD-B,smallworld
529,0.6725,0.0,0,400,0,MD-B,smallworld
530,0.74,0.0,0,400,0,MD-B,smallworld
531,0.555,0.0,0,400,0,MD-B,smallworld
532,0.56,0.0,0,400,0,MD-B,smallworld
533,0.72,0.0,0,400,0,MD-B,smallworld
534,0.65,0.0,0,400,0,MD-B,smallworld
535,0.6975,0.0,0,400,0,MD-B,smallworld
536,0.58,0.0,0,400,0,MD-B,smallworld
537,0.8,0.0,0,400,0,MD-B,smallworld
538,0.6675,0.0,0,400,0,MD-B,smallworld
539,0.785,0.0,0,400,0,MD-B,smallworld
540,0.435,0.0,0,400,0,MD-B,smallworld
541,0.66,0.0,0,400,0,MD-B,smallworld
542,0.5575,0.0,0,400,0,MD-B,smallworld
543,0.5275,0.0,0,400,0,MD-B,smallworld
544,0.5625,0.0,0,400,0,MD-B,smallworld
545,0.645,0.0,0,400,0,MD-B,smallworld
546,0.5575,0.0,0,400,0,MD-B,smallworld
547,0.675,0.0,0,400,0,MD-B,smallworld
548,0.5425,0.0,0,400,0,MD-B,smallworld
549,0.705,0.0,0,400,0,MD-B,smallworld
550,0.75,0.0,0,400,0,MD-B,smallworld
551,0.5825,0.0,0,400,0,MD-B,smallworld
552,0.585,0.0,0,400,0,MD-B,smallworld
553,0.8025,0.0,0,400,0,MD-B,smallworld
554,0.565,0.0,0,400,0,MD-B,smallworld
555,0.5325,0.0,0,400,0,MD-B,smallworld
556,0.4675,0.0,0,400,0,MD-B,smallworld
557,0.5375,0.0,0,400,0,MD-B,smallworld
558,0.4675,0.0,0,400,0,MD-B,smallworld
559,0.645,0.0,0,400,0,MD-B,smallworld
560,0.79,0.0,0,400,0,MD-B,smallworld
561,0.5075,0.0,0,400,0,MD-B,smallworld
562,0.6075,0.0,0,400,0,MD-B,smallworld
563,0.7,0.0,0,400,0,MD-B,smallworld
564,0.4725,0.0,0,400,0,MD-B,smallworld
565,0.7425,0.0,0,400,0,MD-B,smallworld
566,0.735,0.0,0,400,0,MD-B,smallworld
567,0.7775,0.0,0,400,0,MD-B,smallworld
568,0.5875,0.0,0,400,0,MD-B,smallworld
569,0.7525,0.0,0,400,0,MD-B,smallworld
570,0.355,0.0,0,400,0,MD-B,smallworld
571,0.6975,0.0,0,400,0,MD-B,smallworld
572,0.4975,0.0,0,400,0,MD-B,smallworld
573,0.54,0.0,0,400,0,MD-B,smallworld
574,0.5625,0.0,0,400,0,MD-B,smallworld
575,0.605,0.0,0,400,0,MD-B,smallworld
576,0.52,0.0,0,400,0,MD-B,smallworld
577,0.5425,0.0,0,400,0,MD-B,smallworld
578,0.5575,0.0,0,400,0,MD-B,smallworld
579,0.7075,0.0,0,400,0,MD-B,smallworld
580,0.75,0.0,0,400,0,MD-B,smallworld
581,0.6325,0.0,0,400,0,MD-B,smallworld
582,0.69,0.0,0,400,0,MD-B,smallworld
583,0.6625,0.0,0,400,0,MD-B,smallworld
584,0.5,0.0,0,400,0,MD-B,smallworld
585,0.7775,0.0,0,400,0,MD-B,smallworld
586,0.715,0.0,0,400,0,MD-B,smallworld
587,0.57,0.0,0,400,0,MD-B,smallworld
588,0.61,0.0,0,400,0,MD-B,smallworld
589,0.5375,0.0,0,400,0,MD-B,smallworld
590,0.615,0.0,0,400,0,MD-B,smallworld
591,0.4625,0.0,0,400,0,MD-B,smallworld
592,0.43,0.0,0,400,0,MD-B,smallworld
593,0.48,0.0,0,400,0,MD-B,smallworld
594,0.6125,0.0,0,400,0,MD-B,smallworld
595,0.495,0.0,0,400,0,MD-B,smallworld
596,0.6,0.0,0,400,0,MD-B,smallworld
597,0.595,0.0,0,400,0,MD-B,smallworld
598,0.4975,0.0,0,400,0,MD-B,smallworld
599,0.6525,0.0,0,400,0,MD-B,smallworld
600,0.45,0.0,0,400,0,MD-B,smallworld
601,0.72,0.0,0,400,0,MD-B,smallworld
602,0.4425,0.0,0,400,0,MD-B,smallworld
603,0.5925,0.0,0,400,0,MD-B,smallworld
604,0.6375,0.0,0,400,0,MD-B,smallworld
605,0.65,0.0,0,400,0,MD-B,smallworld
606,0.3225,0.0,0,400,0,MD-B,smallworld
607,0.4775,0.0,0,400,0,MD-B,smallworld
608,0.4475,0.0,0,400,0,MD-B,smallworld
609,0.5275,0.0,0,400,0,MD-B,smallworld
610,0.6375,0.0,0,400,0,MD-B,smallworld
611,0.69,0.0,0,400,0,MD-B,smallworld
612,0.745,0.0,0,400,0,MD-B,smallworld
613,0.4925,0.0,0,400,0,MD-B,smallworld
614,0.5675,0.0,0,400,0,MD-B,smallworld
615,0.6375,0.0,0,400,0,MD-B,smallworld
616,0.775,0.0,0,400,0,MD-B,smallworld
617,0.5625,0.0,0,400,0,MD-B,smallworld
618,0.815,0.0,0,400,0,MD-B,smallworld
619,0.73,0.0,0,400,0,MD-B,smallworld
620,0.76,0.0,0,400,0,MD-B,smallworld
621,0.635,0.0,0,400,0,MD-B,smallworld
622,0.725,0.0,0,400,0,MD-B,smallworld
623,0.4925,0.0,0,400,0,MD-B,smallworld
624,0.5875,0.0,0,400,0,MD-B,smallworld
625,0.41,0.0,0,400,0,MD-B,smallworld
626,0.6725,0.0,0,400,0,MD-B,smallworld
627,0.7125,0.0,0,400,0,MD-B,smallworld
628,0.5625,0.0,0,400,0,MD-B,smallworld
629,0.5475,0.0,0,400,0,MD-B,smallworld
630,0.8025,0.0,0,400,0,MD-B,smallworld
631,0.5275,0.0,0,400,0,MD-B,smallworld
632,0.715,0.0,0,400,0,MD-B,smallworld
633,0.8225,0.0,0,400,0,MD-B,smallworld
634,0.4825,0.0,0,400,0,MD-B,smallworld
635,0.755,0.0,0,400,0,MD-B,smallworld
636,0.5775,0.0,0,400,0,MD-B,smallworld
637,0.68,0.0,0,400,0,MD-B,smallworld
638,0.65,0.0,0,400,0,MD-B,smallworld
639,0.7625,0.0,0,400,0,MD-B,smallworld
640,0.6,0.0,0,400,0,MD-B,smallworld
641,0.5775,0.0,0,400,0,MD-B,smallworld
642,0.6075,0.0,0,400,0,MD-B,smallworld
643,0.67,0.0,0,400,0,MD-B,smallworld
644,0.6075,0.0,0,400,0,MD-B,smallworld
645,0.5425,0.0,0,400,0,MD-B,smallworld
646,0.59,0.0,0,400,0,MD-B,smallworld
647,0.6125,0.0,0,400,0,MD-B,smallworld
648,0.545,0.0,0,400,0,MD-B,smallworld
649,0.5725,0.0,0,400,0,MD-B,smallworld
650,0.5775,0.0,0,400,0,MD-B,smallworld
651,0.655,0.0,0,400,0,MD-B,smallworld
652,0.6875,0.0,0,400,0,MD-B,smallworld
653,0.69,0.0,0,400,0,MD-B,smallworld
654,0.3375,0.0,0,400,0,MD-B,smallworld
655,0.5475,0.0,0,400,0,MD-B,smallworld
656,0.6325,0.0,0,400,0,MD-B,smallworld
657,0.8025,0.0,0,400,0,MD-B,smallworld
658,0.63,0.0,0,400,0,MD-B,smallworld
659,0.6475,0.0,0,400,0,MD-B,smallworld
660,0.725,0.0,0,400,0,MD-B,smallworld
661,0.7,0.0,0,400,0,MD-B,smallworld
662,0.51,0.0,0,400,0,MD-B,smallworld
663,0.535,0.0,0,400,0,MD-B,smallworld
664,0.4875,0.0,0,400,0,MD-B,smallworld
665,0.525,0.0,0,400,0,MD-B,smallworld
666,0.6225,0.0,0,400,0,MD-B,smallworld
667,0.5775,0.0,0,400,0,MD-B,smallworld
668,0.5075,0.0,0,400,0,MD-B,smallworld
669,0.51,0.0,0,400,0,MD-B,smallworld
670,0.7375,0.0,0,400,0,MD-B,smallworld
671,0.66,0.0,0,400,0,MD-B,smallworld
672,0.75,0.0,0,400,0,MD-B,smallworld
673,0.5825,0.0,0,400,0,MD-B,smallworld
674,0.5975,0.0,0,400,0,MD-B,smallworld
675,0.68,0.0,0,400,0,MD-B,smallworld
676,0.65,0.0,0,400,0,MD-B,smallworld
677,0.6275,0.0,0,400,0,MD-B,smallworld
678,0.5675,0.0,0,400,0,MD-B,smallworld
679,0.6675,0.0,0,400,0,MD-B,smallworld
680,0.7975,0.0,0,400,0,MD-B,smallworld
681,0.665,0.0,0,400,0,MD-B,smallworld
682,0.5925,0.0,0,400,0,MD-B,smallworld
683,0.6425,0.0,0,400,0,MD-B,smallworld
684,0.6,0.0,0,400,0,MD-B,smallworld
685,0.485,0.0,0,400,0,MD-B,smallworld
686,0.71,0.0,0,400,0,MD-B,smallworld
687,0.7025,0.0,0,400,0,MD-B,smallworld
688,0.7575,0.0,0,400,0,MD-B,smallworld
689,0.6175,0.0,0,400,0,MD-B,smallworld
690,0.7825,0.0,0,400,0,MD-B,smallworld
691,0.54,0.0,0,400,0,MD-B,smallworld
692,0.6775,0.0,0,400,0,MD-B,smallworld
693,0.6025,0.0,0,400,0,MD-B,smallworld
694,0.665,0.0,0,400,0,MD-B,smallworld
695,0.5725,0.0,0,400,0,MD-B,smallworld
696,0.6375,0.0,0,400,0,MD-B,smallworld
697,0.4525,0.0,0,400,0,MD-B,smallworld
698,0.555,0.0,0,400,0,MD-B,smallworld
699,0.675,0.0,0,400,0,MD-B,smallworld
700,0.49,0.0,0,400,0,MD-B,smallworld
701,0.59,0.0,0,400,0,MD-B,smallworld
702,0.5625,0.0,0,400,0,MD-B,smallworld
703,0.6525,0.0,0,400,0,MD-B,smallworld
704,0.675,0.0,0,400,0,MD-B,smallworld
705,0.5325,0.0,0,400,0,MD-B,smallworld
706,0.705,0.0,0,400,0,MD-B,smallworld
707,0.48,0.0,0,400,0,MD-B,smallworld
708,0.485,0.0,0,400,0,MD-B,smallworld
709,0.635,0.0,0,400,0,MD-B,smallworld
710,0.565,0.0,0,400,0,MD-B,smallworld
711,0.6475,0.0,0,400,0,MD-B,smallworld
712,0.5425,0.0,0,400,0,MD-B,smallworld
713,0.5475,0.0,0,400,0,MD-B,smallworld
714,0.51,0.0,0,400,0,MD-B,smallworld
715,0.7,0.0,0,400,0,MD-B,smallworld
716,0.6725,0.0,0,400,0,MD-B,smallworld
717,0.4625,0.0,0,400,0,MD-B,smallworld
718,0.7075,0.0,0,400,0,MD-B,smallworld
719,0.6975,0.0,0,400,0,MD-B,smallworld
720,0.5475,0.0,0,400,0,MD-B,smallworld
721,0.475,0.0,0,400,0,MD-B,smallworld
722,0.5075,0.0,0,400,0,MD-B,smallworld
723,0.4825,0.0,0,400,0,MD-B,smallworld
724,0.605,0.0,0,400,0,MD-B,smallworld
725,0.6625,0.0,0,400,0,MD-B,smallworld
726,0.715,0.0,0,400,0,MD-B,smallworld
727,0.6975,0.0,0,400,0,MD-B,smallworld
728,0.77,0.0,0,400,0,MD-B,smallworld
729,0.735,0.0,0,400,0,MD-B,smallworld
730,0.5075,0.0,0,400,0,MD-B,smallworld
731,0.6375,0.0,0,400,0,MD-B,smallworld
732,0.725,0.0,0,400,0,MD-B,smallworld
733,0.47,0.0,0,400,0,MD-B,smallworld
734,0.5175,0.0,0,400,0,MD-B,smallworld
735,0.5375,0.0,0,400,0,MD-B,smallworld
736,0.66,0.0,0,400,0,MD-B,smallworld
737,0.625,0.0,0,400,0,MD-B,smallworld
738,0.4875,0.0,0,400,0,MD-B,smallworld
739,0.495,0.0,0,400,0,MD-B,smallworld
740,0.7975,0.0,0,400,0,MD-B,smallworld
741,0.5625,0.0,0,400,0,MD-B,smallworld
742,0.84,0.0,0,400,0,MD-B,smallworld
743,0.7475,0.0,0,400,0,MD-B,smallworld
744,0.585,0.0,0,400,0,MD-B,smallworld
745,0.405,0.0,0,400,0,MD-B,smallworld
746,0.6975,0.0,0,400,0,MD-B,smallworld
747,0.7175,0.0,0,400,0,MD-B,smallworld
748,0.62,0.0,0,400,0,MD-B,smallworld
749,0.5775,0.0,0,400,0,MD-B,smallworld
750,0.6275,0.0,0,400,0,MD-B,smallworld
751,0.6675,0.0,0,400,0,MD-B,smallworld
752,0.455,0.0,0,400,0,MD-B,smallworld
753,0.6375,0.0,0,400,0,MD-B,smallworld
754,0.7575,0.0,0,400,0,MD-B,smallworld
755,0.655,0.0,0,400,0,MD-B,smallworld
756,0.67,0.0,0,400,0,MD-B,smallworld
757,0.54,0.0,0,400,0,MD-B,smallworld
758,0.4,0.0,0,400,0,MD-B,smallworld
759,0.5175,0.0,0,400,0,MD-B,smallworld
760,0.5925,0.0,0,400,0,MD-B,smallworld
761,0.4825,0.0,0,400,0,MD-B,smallworld
762,0.505,0.0,0,400,0,MD-B,smallworld
763,0.68,0.0,0,400,0,MD-B,smallworld
764,0.8425,0.0,0,400,0,MD-B,smallworld
765,0.5725,0.0,0,400,0,MD-B,smallworld
766,0.5425,0.0,0,400,0,MD-B,smallworld
767,0.7775,0.0,0,400,0,MD-B,smallworld
768,0.6775,0.0,0,400,0,MD-B,smallworld
769,0.4975,0.0,0,400,0,MD-B,smallworld
770,0.815,0.0,0,400,0,MD-B,smallworld
771,0.5375,0.0,0,400,0,MD-B,smallworld
772,0.44,0.0,0,400,0,MD-B,smallworld
773,0.605,0.0,0,400,0,MD-B,smallworld
774,0.6225,0.0,0,400,0,MD-B,smallworld
775,0.605,0.0,0,400,0,MD-B,smallworld
776,0.6625,0.0,0,400,0,MD-B,smallworld
777,0.7,0.0,0,400,0,MD-B,smallworld
778,0.6625,0.0,0,400,0,MD-B,smallworld
779,0.4675,0.0,0,400,0,MD-B,smallworld
780,0.6,0.0,0,400,0,MD-B,smallworld
781,0.53,0.0,0,400,0,MD-B,smallworld
782,0.7,0.0,0,400,0,MD-B,smallworld
783,0.7675,0.0,0,400,0,MD-B,smallworld
784,0.6775,0.0,0,400,0,MD-B,smallworld
785,0.78,0.0,0,400,0,MD-B,smallworld
786,0.495,0.0,0,400,0,MD-B,smallworld
787,0.6625,0.0,0,400,0,MD-B,smallworld
788,0.775,0.0,0,400,0,MD-B,smallworld
789,0.605,0.0,0,400,0,MD-B,smallworld
790,0.7075,0.0,0,400,0,MD-B,smallworld
791,0.525,0.0,0,400,0,MD-B,smallworld
792,0.515,0.0,0,400,0,MD-B,smallworld
793,0.345,0.0,0,400,0,MD-B,smallworld
794,0.6175,0.0,0,400,0,MD-B,smallworld
795,0.49,0.0,0,400,0,MD-B,smallworld
796,0.75,0.0,0,400,0,MD-B,smallworld
797,0.425,0.0,0,400,0,MD-B,smallworld
798,0.695,0.0,0,400,0,MD-B,smallworld
799,0.7775,0.0,0,400,0,MD-B,smallworld
800,0.3775,0.0,0,400,0,MD-B,smallworld
801,0.7825,0.0,0,400,0,MD-B,smallworld
802,0.465,0.0,0,400,0,MD-B,smallworld
803,0.505,0.0,0,400,0,MD-B,smallworld
804,0.5625,0.0,0,400,0,MD-B,smallworld
805,0.6975,0.0,0,400,0,MD-B,smallworld
806,0.6925,0.0,0,400,0,MD-B,smallworld
807,0.5725,0.0,0,400,0,MD-B,smallworld
808,0.5975,0.0,0,400,0,MD-B,smallworld
809,0.6725,0.0,0,400,0,MD-B,smallworld
810,0.465,0.0,0,400,0,MD-B,smallworld
811,0.5725,0.0,0,400,0,MD-B,smallworld
812,0.5825,0.0,0,400,0,MD-B,smallworld
813,0.3175,0.0,0,400,0,MD-B,smallworld
814,0.655,0.0,0,400,0,MD-B,smallworld
815,0.5925,0.0,0,400,0,MD-B,smallworld
816,0.6025,0.0,0,400,0,MD-B,smallworld
817,0.6775,0.0,0,400,0,MD-B,smallworld
818,0.6525,0.0,0,400,0,MD-B,smallworld
819,0.5575,0.0,0,400,0,MD-B,smallworld
820,0.585,0.0,0,400,0,MD-B,smallworld
821,0.66,0.0,0,400,0,MD-B,smallworld
822,0.5675,0.0,0,400,0,MD-B,smallworld
823,0.84,0.0,0,400,0,MD-B,smallworld
824,0.71,0.0,0,400,0,MD-B,smallworld
825,0.635,0.0,0,400,0,MD-B,smallworld
826,0.5175,0.0,0,400,0,MD-B,smallworld
827,0.79,0.0,0,400,0,MD-B,smallworld
828,0.67,0.0,0,400,0,MD-B,smallworld
829,0.6825,0.0,0,400,0,MD-B,smallworld
830,0.585,0.0,0,400,0,MD-B,smallworld
831,0.4975,0.0,0,400,0,MD-B,smallworld
832,0.6725,0.0,0,400,0,MD-B,smallworld
833,0.695,0.0,0,400,0,MD-B,smallworld
834,0.6925,0.0,0,400,0,MD-B,smallworld
835,0.65,0.0,0,400,0,MD-B,smallworld
836,0.66,0.0,0,400,0,MD-B,smallworld
837,0.635,0.0,0,400,0,MD-B,smallworld
838,0.5975,0.0,0,400,0,MD-B,smallworld
839,0.5625,0.0,0,400,0,MD-B,smallworld
840,0.58,0.0,0,400,0,MD-B,smallworld
841,0.5325,0.0,0,400,0,MD-B,smallworld
842,0.81,0.0,0,400,0,MD-B,smallworld
843,0.62,0.0,0,400,0,MD-B,smallworld
844,0.6125,0.0,0,400,0,MD-B,smallworld
845,0.3775,0.0,0,400,0,MD-B,smallworld
846,0.445,0.0,0,400,0,MD-B,smallworld
847,0.67,0.0,0,400,0,MD-B,smallworld
848,0.7625,0.0,0,400,0,MD-B,smallworld
849,0.5925,0.0,0,400,0,MD-B,smallworld
850,0.4225,0.0,0,400,0,MD-B,smallworld
851,0.5775,0.0,0,400,0,MD-B,smallworld
852,0.675,0.0,0,400,0,MD-B,smallworld
853,0.69,0.0,0,400,0,MD-B,smallworld
854,0.645,0.0,0,400,0,MD-B,smallworld
855,0.645,0.0,0,400,0,MD-B,smallworld
856,0.4875,0.0,0,400,0,MD-B,smallworld
857,0.465,0.0,0,400,0,MD-B,smallworld
858,0.65,0.0,0,400,0,MD-B,smallworld
859,0.7,0.0,0,400,0,MD-B,smallworld
860,0.6375,0.0,0,400,0,MD-B,smallworld
861,0.6575,0.0,0,400,0,MD-B,smallworld
862,0.6725,0.0,0,400,0,MD-B,smallworld
863,0.675,0.0,0,400,0,MD-B,smallworld
864,0.69,0.0,0,400,0,MD-B,smallworld
865,0.82,0.0,0,400,0,MD-B,smallworld
866,0.515,0.0,0,400,0,MD-B,smallworld
867,0.7475,0.0,0,400,0,MD-B,smallworld
868,0.4775,0.0,0,400,0,MD-B,smallworld
869,0.49,0.0,0,400,0,MD-B,smallworld
870,0.6775,0.0,0,400,0,MD-B,smallworld
871,0.5025,0.0,0,400,0,MD-B,smallworld
872,0.5125,0.0,0,400,0,MD-B,smallworld
873,0.5325,0.0,0,400,0,MD-B,smallworld
874,0.575,0.0,0,400,0,MD-B,smallworld
875,0.5875,0.0,0,400,0,MD-B,smallworld
876,0.55,0.0,0,400,0,MD-B,smallworld
877,0.645,0.0,0,400,0,MD-B,smallworld
878,0.5725,0.0,0,400,0,MD-B,smallworld
879,0.6325,0.0,0,400,0,MD-B,smallworld
880,0.825,0.0,0,400,0,MD-B,smallworld
881,0.5825,0.0,0,400,0,MD-B,smallworld
882,0.8,0.0,0,400,0,MD-B,smallworld
883,0.75,0.0,0,400,0,MD-B,smallworld
884,0.605,0.0,0,400,0,MD-B,smallworld
885,0.6675,0.0,0,400,0,MD-B,smallworld
886,0.66,0.0,0,400,0,MD-B,smallworld
887,0.5525,0.0,0,400,0,MD-B,smallworld
888,0.46,0.0,0,400,0,MD-B,smallworld
889,0.7975,0.0,0,400,0,MD-B,smallworld
890,0.6725,0.0,0,400,0,MD-B,smallworld
891,0.73,0.0,0,400,0,MD-B,smallworld
892,0.685,0.0,0,400,0,MD-B,smallworld
893,0.6725,0.0,0,400,0,MD-B,smallworld
894,0.5325,0.0,0,400,0,MD-B,smallworld
895,0.6425,0.0,0,400,0,MD-B,smallworld
896,0.615,0.0,0,400,0,MD-B,smallworld
897,0.5125,0.0,0,400,0,MD-B,smallworld
898,0.7975,0.0,0,400,0,MD-B,smallworld
899,0.7175,0.0,0,400,0,MD-B,smallworld
900,0.58,0.0,0,400,0,MD-B,smallworld
901,0.665,0.0,0,400,0,MD-B,smallworld
902,0.625,0.0,0,400,0,MD-B,smallworld
903,0.665,0.0,0,400,0,MD-B,smallworld
904,0.445,0.0,0,400,0,MD-B,smallworld
905,0.715,0.0,0,400,0,MD-B,smallworld
906,0.6275,0.0,0,400,0,MD-B,smallworld
907,0.8175,0.0,0,400,0,MD-B,smallworld
908,0.5525,0.0,0,400,0,MD-B,smallworld
909,0.59,0.0,0,400,0,MD-B,smallworld
910,0.45,0.0,0,400,0,MD-B,smallworld
911,0.6975,0.0,0,400,0,MD-B,smallworld
912,0.61,0.0,0,400,0,MD-B,smallworld
913,0.575,0.0,0,400,0,MD-B,smallworld
914,0.6575,0.0,0,400,0,MD-B,smallworld
915,0.405,0.0,0,400,0,MD-B,smallworld
916,0.67,0.0,0,400,0,MD-B,smallworld
917,0.7225,0.0,0,400,0,MD-B,smallworld
918,0.555,0.0,0,400,0,MD-B,smallworld
919,0.5725,0.0,0,400,0,MD-B,smallworld
920,0.675,0.0,0,400,0,MD-B,smallworld
921,0.7,0.0,0,400,0,MD-B,smallworld
922,0.68,0.0,0,400,0,MD-B,smallworld
923,0.56,0.0,0,400,0,MD-B,smallworld
924,0.6425,0.0,0,400,0,MD-B,smallworld
925,0.6325,0.0,0,400,0,MD-B,smallworld
926,0.5275,0.0,0,400,0,MD-B,smallworld
927,0.545,0.0,0,400,0,MD-B,smallworld
928,0.58,0.0,0,400,0,MD-B,smallworld
929,0.865,0.0,0,400,0,MD-B,smallworld
930,0.7225,0.0,0,400,0,MD-B,smallworld
931,0.5875,0.0,0,400,0,MD-B,smallworld
932,0.615,0.0,0,400,0,MD-B,smallworld
933,0.485,0.0,0,400,0,MD-B,smallworld
934,0.8075,0.0,0,400,0,MD-B,smallworld
935,0.5275,0.0,0,400,0,MD-B,smallworld
936,0.7575,0.0,0,400,0,MD-B,smallworld
937,0.705,0.0,0,400,0,MD-B,smallworld
938,0.3775,0.0,0,400,0,MD-B,smallworld
939,0.5625,0.0,0,400,0,MD-B,smallworld
940,0.655,0.0,0,400,0,MD-B,smallworld
941,0.77,0.0,0,400,0,MD-B,smallworld
942,0.4925,0.0,0,400,0,MD-B,smallworld
943,0.705,0.0,0,400,0,MD-B,smallworld
944,0.595,0.0,0,400,0,MD-B,smallworld
945,0.51,0.0,0,400,0,MD-B,smallworld
946,0.7,0.0,0,400,0,MD-B,smallworld
947,0.475,0.0,0,400,0,MD-B,smallworld
948,0.7575,0.0,0,400,0,MD-B,smallworld
949,0.6325,0.0,0,400,0,MD-B,smallworld
950,0.7575,0.0,0,400,0,MD-B,smallworld
951,0.555,0.0,0,400,0,MD-B,smallworld
952,0.4175,0.0,0,400,0,MD-B,smallworld
953,0.775,0.0,0,400,0,MD-B,smallworld
954,0.5125,0.0,0,400,0,MD-B,smallworld
955,0.695,0.0,0,400,0,MD-B,smallworld
956,0.6375,0.0,0,400,0,MD-B,smallworld
957,0.68,0.0,0,400,0,MD-B,smallworld
958,0.64,0.0,0,400,0,MD-B,smallworld
959,0.645,0.0,0,400,0,MD-B,smallworld
960,0.665,0.0,0,400,0,MD-B,smallworld
961,0.7275,0.0,0,400,0,MD-B,smallworld
962,0.655,0.0,0,400,0,MD-B,smallworld
963,0.5475,0.0,0,400,0,MD-B,smallworld
964,0.6175,0.0,0,400,0,MD-B,smallworld
965,0.655,0.0,0,400,0,MD-B,smallworld
966,0.63,0.0,0,400,0,MD-B,smallworld
967,0.4475,0.0,0,400,0,MD-B,smallworld
968,0.6925,0.0,0,400,0,MD-B,smallworld
969,0.62,0.0,0,400,0,MD-B,smallworld
970,0.575,0.0,0,400,0,MD-B,smallworld
971,0.645,0.0,0,400,0,MD-B,smallworld
972,0.6575,0.0,0,400,0,MD-B,smallworld
973,0.5575,0.0,0,400,0,MD-B,smallworld
974,0.6325,0.0,0,400,0,MD-B,smallworld
975,0.6775,0.0,0,400,0,MD-B,smallworld
976,0.665,0.0,0,400,0,MD-B,smallworld
977,0.5975,0.0,0,400,0,MD-B,smallworld
978,0.55,0.0,0,400,0,MD-B,smallworld
979,0.5575,0.0,0,400,0,MD-B,smallworld
980,0.7825,0.0,0,400,0,MD-B,smallworld
981,0.5075,0.0,0,400,0,MD-B,smallworld
982,0.55,0.0,0,400,0,MD-B,smallworld
983,0.6825,0.0,0,400,0,MD-B,smallworld
984,0.7125,0.0,0,400,0,MD-B,smallworld
985,0.5,0.0,0,400,0,MD-B,smallworld
986,0.5775,0.0,0,400,0,MD-B,smallworld
987,0.6075,0.0,0,400,0,MD-B,smallworld
988,0.5,0.0,0,400,0,MD-B,smallworld
989,0.5725,0.0,0,400,0,MD-B,smallworld
990,0.83,0.0,0,400,0,MD-B,smallworld
991,0.6025,0.0,0,400,0,MD-B,smallworld
992,0.4925,0.0,0,400,0,MD-B,smallworld
993,0.5325,0.0,0,400,0,MD-B,smallworld
994,0.66,0.0,0,400,0,MD-B,smallworld
995,0.64,0.0,0,400,0,MD-B,smallworld
996,0.5275,0.0,0,400,0,MD-B,smallworld
997,0.57,0.0,0,400,0,MD-B,smallworld
998,0.67,0.0,0,400,0,MD-B,smallworld
999,0.5475,0.0,0,400,0,MD-B,smallworld
